provider,country_code,country,asn,operator,observed_records_bucket,prefix_count,hosting_record_bucket,exit_record_bucket,avg_confidence,data_origin
Private Internet Access,GB,United Kingdom,212238,CDNEXT,50-99,25,50-99,50-99,95.0,VPN-Infrastructure-Atlas
WLVPN,US,United States,36352,AS-COLOCROSSING,50-99,2,50-99,50-99,95.0,VPN-Infrastructure-Atlas
WorldVPN,DE,Germany,24940,HETZNER-AS,50-99,46,50-99,50-99,88.0,VPN-Infrastructure-Atlas
Astrill,US,United States,6939,HURRICANE,50-99,13,50-99,50-99,78.0,VPN-Infrastructure-Atlas
Giganews,US,United States,22363,PHMGMT-AS1,50-99,54,50-99,50-99,78.0,VPN-Infrastructure-Atlas
VyprVPN,US,United States,22363,PHMGMT-AS1,50-99,54,50-99,50-99,95.0,VPN-Infrastructure-Atlas
NordVPN,IN,India,203020,HOSTROYALE,50-99,6,50-99,50-99,95.0,VPN-Infrastructure-Atlas
Anonine,RO,Romania,9009,M247,50-99,9,50-99,50-99,95.0,VPN-Infrastructure-Atlas
BoxPN,RO,Romania,9009,M247,50-99,9,50-99,50-99,95.0,VPN-Infrastructure-Atlas
EasyHideIP,RO,Romania,9009,M247,50-99,9,50-99,50-99,95.0,VPN-Infrastructure-Atlas
FrootVPN,RO,Romania,9009,M247,50-99,9,50-99,50-99,95.0,VPN-Infrastructure-Atlas
NordVPN,AU,Australia,136557,HOST-AS-AP Host Universal Pty Ltd,50-99,8,50-99,50-99,95.0,VPN-Infrastructure-Atlas
PureVPN,AU,Australia,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,lt-50,18,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Unlimited,US,United States,14061,DIGITALOCEAN-ASN,lt-50,34,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
IPVanish,GB,United Kingdom,3223,VOXILITY,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NordVPN,NL,Netherlands,49453,GLOBALLAYER,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PureVPN,MY,Malaysia,132372,GBNETWORK-AS-AP GB Network Solutions Sdn. Bhd.,lt-50,17,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
WLVPN,GB,United Kingdom,3223,VOXILITY,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CyberGhost,NL,Netherlands,51430,ALTUS,lt-50,2,lt-50,lt-50,71.1,VPN-Infrastructure-Atlas
WiTopia,US,United States,393423,NTT-GLOBAL-DATA-CENTERS-AMERICA-INC,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
IPVanish,US,United States,21859,ZEN-ECN,lt-50,6,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WLVPN,US,United States,21859,ZEN-ECN,lt-50,6,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AirVPN,US,United States,62744,QUINTEX,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Privado,NL,Netherlands,205467,BASEIP-LAX,lt-50,6,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
TunnelBear,SG,Singapore,63949,AKAMAI-LINODE-AP Akamai Connected Cloud,lt-50,33,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPN Unlimited,NL,Netherlands,209847,THE,lt-50,21,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
IPVanish,US,United States,13737,AS-INCX,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Trust.Zone,RO,Romania,9009,M247,lt-50,33,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
WLVPN,US,United States,13737,AS-INCX,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,FR,France,16276,OVH,lt-50,7,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
IPVanish,NL,Netherlands,43350,NFORCE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NordVPN,US,United States,20278,NEXEON,lt-50,9,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WLVPN,NL,Netherlands,43350,NFORCE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CyberGhost,LT,Lithuania,61272,IST-AS,lt-50,2,lt-50,lt-50,73.3,VPN-Infrastructure-Atlas
ExpressVPN,GB,United Kingdom,212238,CDNEXT,lt-50,17,lt-50,lt-50,69.1,VPN-Infrastructure-Atlas
Goosevpn,RO,Romania,9009,M247,lt-50,31,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
IPVanish,AU,Australia,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,lt-50,7,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
IPVanish,RO,Romania,9009,M247,lt-50,6,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
IVPN,GB,United Kingdom,60068,CDN77 _,lt-50,29,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Opera VPN,SE,Sweden,205016,HERNLABS,lt-50,3,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
WLVPN,AU,Australia,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,lt-50,7,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WLVPN,RO,Romania,9009,M247,lt-50,6,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,US,United States,46844,SHARKTECH,lt-50,14,lt-50,lt-50,78.2,VPN-Infrastructure-Atlas
AirVPN,SE,Sweden,51815,TEKNIKBYRAN,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,US,United States,30058,FDCSERVERS,lt-50,17,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,40676,AS40676 - Psychz Networks,lt-50,13,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
CyberGhost,GB,United Kingdom,58065,PACKETEXCHANGE,lt-50,2,lt-50,lt-50,72.1,VPN-Infrastructure-Atlas
IPVanish,CA,Canada,55286,SERVER-MANIA,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
IPVanish,GB,United Kingdom,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Mullvad,IN,India,203020,HOSTROYALE,lt-50,17,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WLVPN,CA,Canada,55286,SERVER-MANIA,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WLVPN,GB,United Kingdom,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CyberGhost,GB,United Kingdom,41564,AS41564,lt-50,1,lt-50,lt-50,72.2,VPN-Infrastructure-Atlas
IPVanish,US,United States,13926,NETPROTECT-PHX,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,GB,United Kingdom,49683,MASSIVEGRID,lt-50,21,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,GB,United Kingdom,61112,AkileCloud Network,lt-50,23,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WLVPN,US,United States,13926,NETPROTECT-PHX,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,CA,Canada,55286,SERVER-MANIA,lt-50,7,lt-50,lt-50,78.1,VPN-Infrastructure-Atlas
FastestVPN,RO,Romania,9009,M247,lt-50,29,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,GB,United Kingdom,60068,CDN77 _,lt-50,17,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AirVPN,NL,Netherlands,6206,NETROUTING-AS,lt-50,5,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
IVPN,RO,Romania,9009,M247,lt-50,22,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,US,United States,22612,NAMECHEAP-NET,lt-50,1,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
Astrill,US,United States,32097,WII,lt-50,3,lt-50,lt-50,79.3,VPN-Infrastructure-Atlas
Windscribe,GB,United Kingdom,60068,CDN77 _,lt-50,8,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NordVPN,GB,United Kingdom,58325,BANDWIDTH-ASIA,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,NL,Netherlands,49981,WORLDSTREAM,lt-50,24,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,GB,United Kingdom,0,,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Windscribe,EE,Estonia,206804,ESTNOC-GLOBAL,lt-50,7,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ExpressVPN,BR,Brazil,262287,Latitude.sh LTDA,lt-50,5,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,CA,Canada,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,16,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
IPVanish,GB,United Kingdom,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
SwitchVPN,US,United States,20473,AS-VULTR,lt-50,19,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPNSecure,FR,France,16276,OVH,lt-50,19,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
WLVPN,GB,United Kingdom,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,TW,Taiwan,3462,HINET Data Communication Business Group,lt-50,13,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,63023,AS-GLOBALTELEHOST,lt-50,7,lt-50,lt-50,78.1,VPN-Infrastructure-Atlas
Privado,NL,Netherlands,34305,BASEIP,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPN Unlimited,CA,Canada,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,11,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Anonine,US,United States,63023,AS-GLOBALTELEHOST,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,RO,Romania,9009,M247,lt-50,10,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
BoxPN,US,United States,63023,AS-GLOBALTELEHOST,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
EasyHideIP,US,United States,63023,AS-GLOBALTELEHOST,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ExpressVPN,GB,United Kingdom,13213,UK2NET-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FrootVPN,US,United States,63023,AS-GLOBALTELEHOST,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,US,United States,174,COGENT-174,lt-50,13,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,AU,Australia,136557,HOST-AS-AP Host Universal Pty Ltd,lt-50,12,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Windscribe,AU,Australia,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,lt-50,8,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CyberGhost,EE,Estonia,206804,ESTNOC-GLOBAL,lt-50,2,lt-50,lt-50,71.9,VPN-Infrastructure-Atlas
IPVanish,GB,United Kingdom,25369,BANDWIDTH-AS,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WLVPN,GB,United Kingdom,25369,BANDWIDTH-AS,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,US,United States,395954,LEASEWEB-USA-LAX,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,US,United States,396362,LEASEWEB-USA-NYC,lt-50,5,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WorldVPN,US,United States,63473,HOSTHATCH,lt-50,9,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
AirVPN,CA,Canada,394256,CLOUDSINGULARITY,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CyberGhost,RO,Romania,44679,BINBOX-GLOBAL-SERVICES,lt-50,2,lt-50,lt-50,71.0,VPN-Infrastructure-Atlas
NordVPN,GB,United Kingdom,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",lt-50,22,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ExpressVPN,GB,United Kingdom,62240,CLOUVIDER Clouvider - Global ASN,lt-50,10,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Sentinel dVPN,RO,Romania,9009,M247,lt-50,20,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPN Jantit,CN,China,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",lt-50,21,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
ExpressVPN,US,United States,396356,LATITUDE-SH,lt-50,8,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Mullvad,VU,Vanuatu,43357,OWL Owl Limited,lt-50,6,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,US,United States,212238,CDNEXT,lt-50,9,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Windscribe,AR,Argentina,263812,SONDATECH S.A.S.,lt-50,7,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AirVPN,US,United States,63018,DEDICATED,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
EasyHideIP,GB,United Kingdom,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
IPVanish,GB,United Kingdom,13213,UK2NET-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Mullvad,AU,Australia,136557,HOST-AS-AP Host Universal Pty Ltd,lt-50,7,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,CH,Switzerland,209103,PROTONVPN,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,CA,Canada,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,12,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
TunnelBear,NZ,New Zealand,45179,SITEHOST-AS-AP SiteHost New Zealand,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPN Unlimited,US,United States,46450,PILOT,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
VPN.ac,RO,Romania,9009,M247,lt-50,17,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WLVPN,GB,United Kingdom,13213,UK2NET-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,TR,Türkiye,48011,DIGITURUNC,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,US,United States,27411,LEASEWEB-USA-CHI,lt-50,7,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,US,United States,63018,DEDICATED,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,US,United States,18779,EGIHOSTING,lt-50,4,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
AzireVPN,GB,United Kingdom,60068,CDN77 _,lt-50,19,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CyberGhost,MD,Moldova,43289,TRABIA,lt-50,3,lt-50,lt-50,72.6,VPN-Infrastructure-Atlas
Giganews,US,United States,40861,PARAD-40-ASN,lt-50,8,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Unlimited,FR,France,12876,Online SAS,lt-50,13,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
VyprVPN,US,United States,40861,PARAD-40-ASN,lt-50,8,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,CH,Switzerland,199218,PROTONVPN-2,lt-50,5,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
SSHMax,CZ,Czechia,60592,GRANSY Gransy s.r.o. gransy.com,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Sentinel dVPN,IT,Italy,214677,DELUXHOST,lt-50,12,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPN Gate,KR,South Korea,4766,KIXS-AS-KR Korea Telecom,lt-50,18,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Jantit,GB,United Kingdom,215540,GCS-AS,lt-50,15,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPNUK,GB,United Kingdom,51905,CWCS-VM CompuWeb Communications Services Ltd,lt-50,8,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WLVPN,EE,Estonia,206804,ESTNOC-GLOBAL,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,US,United States,47100,WITOPIA-AS1,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Windscribe,AU,Australia,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,lt-50,6,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Windscribe,US,United States,13737,AS-INCX,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
IPVanish,EE,Estonia,206804,ESTNOC-GLOBAL,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NordVPN,SE,Sweden,51747,INTERNETBOLAGET,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,CN,China,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",lt-50,17,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AirVPN,LV,Latvia,52048,RIXHOST,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Anonine,AU,Australia,136557,HOST-AS-AP Host Universal Pty Ltd,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,DE,Germany,29066,VELIANET-AS velia.net Internetdienste GmbH,lt-50,9,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,22439,PERFECT-INTERNATIONAL,lt-50,3,lt-50,lt-50,78.2,VPN-Infrastructure-Atlas
Astrill,US,United States,396356,LATITUDE-SH,lt-50,5,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
BoxPN,AU,Australia,136557,HOST-AS-AP Host Universal Pty Ltd,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
EasyHideIP,AU,Australia,136557,HOST-AS-AP Host Universal Pty Ltd,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
FrootVPN,AU,Australia,136557,HOST-AS-AP Host Universal Pty Ltd,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NordVPN,IN,India,207990,HR-CUSTOMER,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NordVPN,IN,India,39486,HOSTROYALE,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Perimeter81,US,United States,16509,AMAZON-02,lt-50,4,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Smartdnsproxy,RO,Romania,9009,M247,lt-50,15,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
StrongVPN,GB,United Kingdom,62240,CLOUVIDER Clouvider - Global ASN,lt-50,7,lt-50,lt-50,83.8,VPN-Infrastructure-Atlas
TunnelBear,HK,Hong Kong,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
TunnelBear,US,United States,29838,AMC,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
TunnelBear,US,United States,46475,LIMESTONENETWORKS,lt-50,5,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPN Gate,US,United States,36599,SOFTETHER-AMERICA,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Jantit,FR,France,16276,OVH,lt-50,15,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,RU,Russia,41745,FORTIS-AS Hosting services,lt-50,14,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
Windscribe,CA,Canada,53356,FREE RANGE CLOUD,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,GB,United Kingdom,60068,CDN77 _,lt-50,4,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,IN,India,203020,HOSTROYALE,lt-50,8,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
BoxPN,US,United States,29889,FSNET-1,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CyberGhost,AL,Albania,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",lt-50,2,lt-50,lt-50,75.0,VPN-Infrastructure-Atlas
CyberGhost,RO,Romania,5606,GTS-BACKBONE GTS Telecom,lt-50,1,lt-50,lt-50,71.7,VPN-Infrastructure-Atlas
OVPN,RO,Romania,9009,M247,lt-50,14,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,HK,Hong Kong,56971,AS56971 AS56971 Cloud,lt-50,15,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,TR,Türkiye,210538,KEYUBU,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,TR,Türkiye,215567,NETVAY,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,TR,Türkiye,47516,DEHOST-INTERNET-VE-BILISIM-TEKNOLOJILERI-SAN-TIC-LTD-STI DEHOST INTERNET VE BILISIM TEKNOLOJILERI SANAYI TICARET LIMITED SIRKETI,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,21743,ANL-36,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPNUK,CA,Canada,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,15,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Vpnht,DE,Germany,58212,DATAFOREST,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Vpnht,FR,France,12876,Online SAS,lt-50,4,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
WiTopia,CA,Canada,32489,AMANAHA-NEW,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,US,United States,394380,LEASEWEB-USA-DAL,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Windscribe,ID,Indonesia,150249,IDNIC-ATHARVA-AS-ID PT Atharva Telematika Persada,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Anonine,LU,Luxembourg,9008,ASN-VO Visual Online S.A. Luxembourg,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Anonine,US,United States,29889,FSNET-1,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,US,United States,395954,LEASEWEB-USA-LAX,lt-50,7,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,53850,GORILLASERVERS,lt-50,6,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
BoxPN,LU,Luxembourg,9008,ASN-VO Visual Online S.A. Luxembourg,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
EasyHideIP,LU,Luxembourg,9008,ASN-VO Visual Online S.A. Luxembourg,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
EasyHideIP,US,United States,29889,FSNET-1,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
FrootVPN,LU,Luxembourg,9008,ASN-VO Visual Online S.A. Luxembourg,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
FrootVPN,US,United States,29889,FSNET-1,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Hotspotshield,RO,Romania,9009,M247,lt-50,14,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
IPVanish,FI,Finland,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPNUK,GB,United Kingdom,20860,IOMART-AS,lt-50,13,lt-50,lt-50,86.1,VPN-Infrastructure-Atlas
WLVPN,FI,Finland,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Anonine,SE,Sweden,42708,GLESYS glesys.com,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,NL,Netherlands,209847,THE,lt-50,12,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,GB,United Kingdom,60464,SUPERNET-UK,lt-50,3,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,55081,24SHELLS,lt-50,5,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
CyberGhost,DE,Germany,29066,VELIANET-AS velia.net Internetdienste GmbH,lt-50,6,lt-50,lt-50,71.9,VPN-Infrastructure-Atlas
IPVanish,US,United States,396356,LATITUDE-SH,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Kompot VPN,PA,Panama,51852,PLI-AS,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
NetShade,FR,France,16276,OVH,lt-50,13,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,EE,Estonia,206804,ESTNOC-GLOBAL,lt-50,11,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Riseup VPN,FR,France,12876,Online SAS,lt-50,11,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,GB,United Kingdom,47890,UNMANAGED-DEDICATED-SERVERS,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,20278,NEXEON,lt-50,9,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Vpnht,GB,United Kingdom,3223,VOXILITY,lt-50,7,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
WLVPN,US,United States,396356,LATITUDE-SH,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Windscribe,GB,United Kingdom,41564,AS41564,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AirVPN,NL,Netherlands,51430,ALTUS,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AirVPN,NZ,New Zealand,45179,SITEHOST-AS-AP SiteHost New Zealand,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,US,United States,32181,ASN-GIGENET,lt-50,3,lt-50,lt-50,78.2,VPN-Infrastructure-Atlas
CyberGhost,US,United States,3257,GTT-BACKBONE GTT,lt-50,2,lt-50,lt-50,74.2,VPN-Infrastructure-Atlas
Mullvad,NO,Norway,50304,BLIX,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Mullvad,US,United States,21859,ZEN-ECN,lt-50,8,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NordVPN,US,United States,3257,GTT-BACKBONE GTT,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,UK,United Kingdom,212238,CDNEXT,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
