provider,country_code,country,asn,operator,observed_records_bucket,prefix_count,hosting_record_bucket,exit_record_bucket,avg_confidence,data_origin
Private Internet Access,US,United States,21859,ZEN-ECN,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,CA,Canada,9009,M247,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,DK,Denmark,1299,"TWELVE99 Arelion, fka Telia Carrier",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,ES,Spain,42201,PVDATANET,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,IN,India,42201,PVDATANET,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
PrivateVPN,JP,Japan,60068,CDN77 _,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,NO,Norway,50304,BLIX,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,SE,Sweden,1299,"TWELVE99 Arelion, fka Telia Carrier",lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,US,United States,36352,AS-COLOCROSSING,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,ZA,South Africa,37153,xneelo,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,AL,Albania,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,CH,Switzerland,208172,PV-HOSTED,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,GB,United Kingdom,41564,AS41564,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,IS,Iceland,56704,FARICE-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,JP,Japan,3258,XTOM-JAPAN xTom Japan Corporation,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,NL,Netherlands,24875,NOVOSERVE-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,US,United States,46562,PERFORMIVE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,US,United States,63023,AS-GLOBALTELEHOST,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Proxpn,CA,Canada,32489,AMANAHA-NEW,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Proxpn,GB,United Kingdom,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Proxpn,SG,Singapore,59253,LEASEWEB-APAC-SIN-11 LEASEWEB SINGAPORE PTE. LTD.,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
PureVPN,BR,Brazil,262287,Latitude.sh LTDA,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
PureVPN,FI,Finland,209378,INIOS-AS,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
PureVPN,US,United States,19148,LEASEWEB-USA-PHX,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
RedShield VPN,BR,Brazil,267507,SRX TECNOLOGIA DA INFORMACAO LTDA,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
RedShield VPN,IL,Israel,35758,HQSERV_NETWORKS,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
RedShield VPN,US,United States,23470,RELIABLESITE,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
RedShield VPN,US,United States,395092,SHOCK-1,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Riseup VPN,CA,Canada,7765,KOUMBIT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Riseup VPN,GB,United Kingdom,60068,CDN77 _,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,AU,Australia,199959,CROWNCLOUD,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,AU,Australia,8888,XTOM xTom Pty Ltd,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,CA,Canada,33185,HIVE-DATA-CENTER,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,CH,Switzerland,213929,AS213929CH AS213929.ch,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,DE,Germany,206075,HOLLANDER-JACOBSEN,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,GB,United Kingdom,201323,HOST-MEDIA-LTD,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,GB,United Kingdom,213495,SERVITRO-LTD,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,GB,United Kingdom,215730,H2NEXUS-AS,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,GE,Georgia,213520,SENKO-AS Senko Digital Ltd,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,HK,Hong Kong,149042,SITCL-AS-AP Silicon Cloud Global US,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,IT,Italy,197075,ACTIVENETWORK-AS Active Network S.p.A.,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,IT,Italy,212271,C1V Internet Service Provider in Italy,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,JP,Japan,3258,XTOM-JAPAN xTom Japan Corporation,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,KG,Kyrgyzstan,50053,ANTON-LEVIN-AS,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,KR,South Korea,4766,KIXS-AS-KR Korea Telecom,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,LT,Lithuania,8849,MELBICOM-EU-AS Melbikomas UAB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,MD,Moldova,200019,ALEXHOST,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,RO,Romania,211462,GHT-NET,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,SA,Saudi Arabia,213535,YOTTASRC,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,SG,Singapore,150423,SERVER-AS-AP Server Galactic Private Limited,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,SG,Singapore,59253,LEASEWEB-APAC-SIN-11 LEASEWEB SINGAPORE PTE. LTD.,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,UA,Ukraine,209630,KREDIT-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,UA,Ukraine,2864,ALJASKA-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,11117,NUYEK,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,13649,ASN-FLEXENTIAL,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,13737,AS-INCX,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,19970,CARRIERDOMAIN-NYC,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,32097,WII,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,33387,NOCIX,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,396356,LATITUDE-SH,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,398493,SYSTEMINPLACE,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,54600,PEG-SV,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,62553,ELCRO-DIGITAL-SERVICES-LLC,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,64249,ENDOFFICE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,7922,COMCAST-7922,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,UNKNOWN,UNKNOWN,396426,-Reserved AS-,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,VN,Vietnam,151858,INTERDIGI-VN INTERDIGI JOINT STOCK COMPANY,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
SlickVPN,GB,United Kingdom,13213,UK2NET-AS,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
Smartdnsproxy,AU,Australia,45671,AS45671-NET-AU Wholesale Services Provider,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,GB,United Kingdom,60068,CDN77 _,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,LU,Luxembourg,202422,GHOST,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,NL,Netherlands,43350,NFORCE,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,US,United States,14061,DIGITALOCEAN-ASN,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,US,United States,18978,ENZUINC-,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,US,United States,399471,AS-SERVERION,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,US,United States,61317,ASDETUK www.heficed.com,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
SotaVPN,GB,United Kingdom,215730,H2NEXUS-AS,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
StrongVPN,AU,Australia,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,lt-50,2,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
StrongVPN,CA,Canada,0,,lt-50,1,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
StrongVPN,CR,Costa Rica,52423,Data Miners S.A.  Racknation.cr,lt-50,1,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
StrongVPN,GB,United Kingdom,3223,VOXILITY,lt-50,1,lt-50,lt-50,87.5,VPN-Infrastructure-Atlas
Surfshark,AD,Andorra,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,AE,United Arab Emirates,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,AL,Albania,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,AM,Armenia,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,AR,Argentina,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,AU,Australia,209854,CYBERZONEHUB,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,AZ,Azerbaijan,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,BA,Bosnia and Herzegovina,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,BD,Bangladesh,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,BE,Belgium,49453,GLOBALLAYER,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,BE,Belgium,9009,M247,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,BN,Brunei,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,BO,Bolivia,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,BS,Bahamas,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,BT,Bhutan,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,BZ,Belize,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,CL,Chile,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,CO,Colombia,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,CR,Costa Rica,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,CY,Cyprus,203020,HOSTROYALE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,DE,Germany,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,DK,Denmark,9009,M247,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,DZ,Algeria,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,EC,Ecuador,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,EE,Estonia,203020,HOSTROYALE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,EG,Egypt,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,FI,Finland,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,FR,France,25369,BANDWIDTH-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,FR,France,39486,HOSTROYALE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,GE,Georgia,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,GH,Ghana,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,GL,Greenland,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,GR,Greece,212238,CDNEXT,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,HR,Croatia,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,HU,Hungary,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,ID,Indonesia,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,IL,Israel,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,IM,Isle of Man,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,IS,Iceland,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,IT,Italy,60068,CDN77 _,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,IT,Italy,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,KH,Cambodia,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,KZ,Kazakhstan,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,LA,Laos,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,LI,Liechtenstein,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,LT,Lithuania,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,LU,Luxembourg,203020,HOSTROYALE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,LV,Latvia,43513,NANO-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,MA,Morocco,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,MC,Monaco,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,MD,Moldova,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,ME,Montenegro,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,MK,North Macedonia,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,MM,Myanmar,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,MN,Mongolia,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,MO,Macao,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,MT,Malta,203020,HOSTROYALE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,NG,Nigeria,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,NO,Norway,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,NP,Nepal,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,NZ,New Zealand,136557,HOST-AS-AP Host Universal Pty Ltd,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,PA,Panama,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,PE,Peru,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,PH,Philippines,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,PK,Pakistan,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,PL,Poland,197155,ARTNET,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,PL,Poland,60068,CDN77 _,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,PR,Puerto Rico,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,PT,Portugal,39486,HOSTROYALE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,PY,Paraguay,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,RS,Serbia,9009,M247,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,SA,Saudi Arabia,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,SE,Sweden,60068,CDN77 _,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,SI,Slovenia,207990,HR-CUSTOMER,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,SK,Slovakia,60068,CDN77 _,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,TH,Thailand,205676,DCE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,TR,Türkiye,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,TW,Taiwan,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,UA,Ukraine,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,UK,United Kingdom,203020,HOSTROYALE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,UK,United Kingdom,9009,M247,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,US,United States,203020,HOSTROYALE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,US,United States,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,UY,Uruguay,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,UZ,Uzbekistan,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,VE,Venezuela,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,VN,Vietnam,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,ZA,South Africa,212238,CDNEXT,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
SwitchVPN,CA,Canada,7040,NETMINDERS,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,GB,United Kingdom,20860,IOMART-AS,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
Trust.Zone,BG,Bulgaria,202015,HZ-US-AS,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,BG,Bulgaria,59711,HZ-EU-AS,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,BG,Bulgaria,61046,HZ-UK-AS,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,CA,Canada,11831,ESECUREDATA,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,CA,Canada,32489,AMANAHA-NEW,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,GB,United Kingdom,16247,"M247-UK M247 UK Ltd, trading as M247",lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,GB,United Kingdom,200740,FIRST-SERVER-EU-AS FIRST-SERVER-US,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,NL,Netherlands,49981,WORLDSTREAM,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
TunnelBear,US,United States,20473,AS-VULTR,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPN Gate,JP,Japan,2518,BIGLOBE BIGLOBE Inc.,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,TH,Thailand,133481,AIS-FIBRE-AS-AP AIS Fibre,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Jantit,GB,United Kingdom,200740,FIRST-SERVER-EU-AS FIRST-SERVER-US,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,GB,United Kingdom,205090,FIRST-SERVER-EUROPE,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,GB,United Kingdom,207957,SERVHOST-AS,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,HU,Hungary,62214,RACKFOREST-AS,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,ID,Indonesia,135450,IDNIC-BSTI-AS-ID PT Berkah Solusi Teknologi Informasi,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,ID,Indonesia,139989,IDNIC-ATHAMEDIANET-AS-ID CV Atha Media Prima,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,KH,Cambodia,38623,VIETTELCAMBODIA-AS-AP ISPIXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,KZ,Kazakhstan,9198,KAZTELECOM-AS,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,LU,Luxembourg,199524,GCORE,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,PH,Philippines,9658,"ETPI-IDS-AS-AP Eastern Telecoms Phils., Inc.",lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,RU,Russia,207713,GIR-AS,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,US,United States,21859,ZEN-ECN,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,US,United States,397032,SPARKED,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,US,United States,400992,ZHOUYISAT-COMMUNICATIONS,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,US,United States,44259,ULTAHOST-AP-AS,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,US,United States,59729,ITL-BG,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,VN,Vietnam,56150,VHOST-AS-VN Viet Solutions Services Trading Company Limited,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Unlimited,BG,Bulgaria,59711,HZ-EU-AS,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,DE,Germany,30083,AS-30083-US-VELIA-NET,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,GR,Greece,8280,SYNAPSECOM-AS SYNAPSECOM TELECOMS S.A.,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,US,United States,395954,LEASEWEB-USA-LAX,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,US,United States,46475,LIMESTONENETWORKS,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
VPN.ac,CA,Canada,11831,ESECUREDATA,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
